method,dataset,scale,image_name,base_name,hr_path,lr_path,pred_path,error,width,height,crop_border,psnr_rgb,ssim_rgb,psnr_y,ssim_y
Bicubic,Manga109,4,TouyouKidan.png,touyoukidan,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/TouyouKidan.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/TouyouKidan_LRBI_x4.png,,,824,1168,4,21.427940265808097,0.7382732717151419,22.945725501362993,0.7894796695383482
Bicubic,Manga109,4,TsubasaNoKioku.png,tsubasanokioku,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/TsubasaNoKioku.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/TsubasaNoKioku_LRBI_x4.png,,,824,1168,4,27.140551953170423,0.7578731167413458,28.93954976749194,0.8075969145076302
Bicubic,Manga109,4,UchiNoNyansDiary_000.png,uchinonyansdiary_000,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/UchiNoNyansDiary_000.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/UchiNoNyansDiary_000_LRBI_x4.png,,,824,1168,4,20.84735506791162,0.8305857970939238,22.20127258061991,0.8446427415055552
Bicubic,Manga109,4,UchuKigekiM774.png,uchukigekim774,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/UchuKigekiM774.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/UchuKigekiM774_LRBI_x4.png,,,824,1168,4,21.598748302897825,0.5820344565538301,23.085887760692057,0.6145703184023789
Bicubic,Manga109,4,UltraEleven.png,ultraeleven,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/UltraEleven.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/UltraEleven_LRBI_x4.png,,,824,1168,4,17.456183728714866,0.6650027959521684,18.955115853599978,0.6910179432405232
Bicubic,Manga109,4,UnbalanceTokyo.png,unbalancetokyo,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/UnbalanceTokyo.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/UnbalanceTokyo_LRBI_x4.png,,,824,1168,4,22.197777624415707,0.77376715299767,23.795552399168052,0.8000162084378738
Bicubic,Manga109,4,WarewareHaOniDearu.png,warewarehaonidearu,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/WarewareHaOniDearu.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/WarewareHaOniDearu_LRBI_x4.png,,,824,1168,4,18.16459376902872,0.5734733151514454,20.31197374181022,0.6194684263003594
Bicubic,Manga109,4,YamatoNoHane.png,yamatonohane,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/YamatoNoHane.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/YamatoNoHane_LRBI_x4.png,,,824,1168,4,25.908593198535765,0.8719792213531304,27.770535945552925,0.9025738802138148
Bicubic,Manga109,4,YasasiiAkuma.png,yasasiiakuma,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/YasasiiAkuma.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/YasasiiAkuma_LRBI_x4.png,,,824,1168,4,22.955489298355086,0.7751637987797498,24.1491608312992,0.7998809459073883
Bicubic,Manga109,4,YouchienBoueigumi.png,youchienboueigumi,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/YouchienBoueigumi.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/YouchienBoueigumi_LRBI_x4.png,,,824,1168,4,21.516468623978035,0.7867424234261886,23.117984865764267,0.813921499701418
Bicubic,Manga109,4,YoumaKourin.png,youmakourin,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/YoumaKourin.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/YoumaKourin_LRBI_x4.png,,,824,1168,4,22.893054100916615,0.7355421457716046,24.72198383224984,0.7542159972420092
Bicubic,Manga109,4,YukiNoFuruMachi.png,yukinofurumachi,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/YukiNoFuruMachi.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/YukiNoFuruMachi_LRBI_x4.png,,,824,1168,4,28.589466650276663,0.8578919336615707,31.10316925206604,0.8889183774789109
Bicubic,Manga109,4,YumeNoKayoiji.png,yumenokayoiji,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/YumeNoKayoiji.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/YumeNoKayoiji_LRBI_x4.png,,,824,1168,4,26.108548827918796,0.7390287329824692,27.767043590452893,0.7729916036369008
Bicubic,Manga109,4,YumeiroCooking.png,yumeirocooking,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/HR/YumeiroCooking.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Manga109/LR_bicubic/X4/YumeiroCooking_LRBI_x4.png,,,824,1168,4,22.51790568021811,0.7676729941938164,24.660649543646453,0.7936749114544123
SwinIR,Set5,4,baby.png,baby,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/baby.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/babyx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set5/babyx4_SwinIR.png,,512,512,4,32.539281779760636,0.8885879999383294,34.053372295982626,0.9101723567224558
SwinIR,Set5,4,bird.png,bird,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/bird.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/birdx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set5/birdx4_SwinIR.png,,288,288,4,33.76115806330006,0.9449908546357516,36.058177347331394,0.9601175994617177
SwinIR,Set5,4,butterfly.png,butterfly,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/butterfly.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/butterflyx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set5/butterflyx4_SwinIR.png,,256,256,4,28.504723382507517,0.927568945661123,29.915300136175645,0.9419232372099802
SwinIR,Set5,4,head.png,head,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/head.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/headx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set5/headx4_SwinIR.png,,280,280,4,30.08465755454685,0.7541277419838764,33.14881270328794,0.8205871926877039
SwinIR,Set5,4,woman.png,woman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/woman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/womanx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set5/womanx4_SwinIR.png,,228,344,4,30.094217247252907,0.9250787354937372,31.465266977695386,0.9336607757857796
SwinIR,Set14,4,baboon.png,baboon,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/baboon.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/baboonx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/baboonx4_SwinIR.png,,500,480,4,21.150849563214685,0.5317450492815606,23.183367952297388,0.5913063665885762
SwinIR,Set14,4,barbara.png,barbara,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/barbara.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/barbarax4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/barbarax4_SwinIR.png,,720,576,4,24.788877091112354,0.7555162290892435,26.312244865564125,0.7858978522991414
SwinIR,Set14,4,bridge.png,bridge,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/bridge.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/bridgex4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/bridgex4_SwinIR.png,,512,512,4,24.29268508526954,0.6668660958068856,25.615176346714584,0.6838705909172017
SwinIR,Set14,4,coastguard.png,coastguard,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/coastguard.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/coastguardx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/coastguardx4_SwinIR.png,,352,288,4,25.076092847392758,0.5631220153251889,26.402808168592156,0.5971864384019359
SwinIR,Set14,4,comic.png,comic,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/comic.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/comicx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/comicx4_SwinIR.png,,248,360,4,22.561246754808067,0.7792372150801746,24.04775153790242,0.7927606991504844
SwinIR,Set14,4,face.png,face,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/face.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/facex4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/facex4_SwinIR.png,,276,276,4,30.027890402331767,0.7520909356148683,33.08119943890958,0.8184665833378181
SwinIR,Set14,4,flowers.png,flowers,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/flowers.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/flowersx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/flowersx4_SwinIR.png,,500,360,4,26.91304800173914,0.8320956485340906,28.928098668350795,0.8548064209695116
SwinIR,Set14,4,foreman.png,foreman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/foreman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/foremanx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/foremanx4_SwinIR.png,,352,288,4,32.41152346052287,0.9228177272675139,34.00701860850796,0.9366660092178385
SwinIR,Set14,4,lenna.png,lenna,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/lenna.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/lennax4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/lennax4_SwinIR.png,,512,512,4,30.86734475087721,0.8130053051352967,33.03222994373602,0.8825837823157535
SwinIR,Set14,4,man.png,man,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/man.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/manx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/manx4_SwinIR.png,,512,512,4,26.28543200387394,0.7591577660062162,27.609139743662272,0.7790618639855611
SwinIR,Set14,4,monarch.png,monarch,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/monarch.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/monarchx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/monarchx4_SwinIR.png,,768,512,4,32.958187942227106,0.9474240991554753,34.3949476010265,0.9580600116203838
SwinIR,Set14,4,pepper.png,pepper,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/pepper.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/pepperx4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/pepperx4_SwinIR.png,,512,512,4,31.648808748649294,0.8157698955878443,34.73056460886032,0.8942619192623876
SwinIR,Set14,4,ppt3.png,ppt3,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/ppt3.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/ppt3x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/ppt3x4_SwinIR.png,,528,656,4,26.0777473995509,0.9576916842265755,27.607747671032094,0.9670796329734501
SwinIR,Set14,4,zebra.png,zebra,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/zebra.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/zebrax4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/Set14/zebrax4_SwinIR.png,,584,388,4,26.87676492009392,0.8048777239857946,28.254680688805788,0.8140933422422127
SwinIR,B100,4,101085.png,101085,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/101085.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/101085x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/101085x4_SwinIR.png,,320,480,4,22.92064524586541,0.5962903521485642,24.24008950371725,0.6234976277711272
SwinIR,B100,4,101087.png,101087,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/101087.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/101087x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/101087x4_SwinIR.png,,320,480,4,27.738618142887844,0.822095560811782,29.051554806584527,0.8342391242113317
SwinIR,B100,4,102061.png,102061,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/102061.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/102061x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/102061x4_SwinIR.png,,320,480,4,25.69431584058507,0.8232267039509531,27.04239592386347,0.8396078172768401
SwinIR,B100,4,103070.png,103070,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/103070.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/103070x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/103070x4_SwinIR.png,,480,320,4,29.539502297276023,0.8527318707282662,30.89848033327958,0.864800400129117
SwinIR,B100,4,105025.png,105025,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/105025.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/105025x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/105025x4_SwinIR.png,,480,320,4,25.040854634692195,0.7316991101242459,26.374647094531248,0.7483103972752964
SwinIR,B100,4,106024.png,106024,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/106024.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/106024x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/106024x4_SwinIR.png,,480,320,4,32.82202114066106,0.8931037094571339,34.24239174832232,0.9042787080952422
SwinIR,B100,4,108005.png,108005,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/108005.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/108005x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/108005x4_SwinIR.png,,480,320,4,25.376395786464762,0.7607846207479455,26.668623248525115,0.7857415246277687
SwinIR,B100,4,108070.png,108070,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/108070.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/108070x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/108070x4_SwinIR.png,,480,320,4,21.90184407232749,0.5992234337569631,23.19074479083411,0.6322852503034703
SwinIR,B100,4,108082.png,108082,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/108082.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/108082x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/108082x4_SwinIR.png,,480,320,4,26.348715258326017,0.7953561983536256,27.689991805227613,0.814189417342957
SwinIR,B100,4,109053.png,109053,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/109053.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/109053x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/109053x4_SwinIR.png,,480,320,4,28.134431125116567,0.8075136803180708,29.485219778623964,0.823362162567434
SwinIR,B100,4,119082.png,119082,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/119082.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/119082x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/119082x4_SwinIR.png,,480,320,4,23.872983459925052,0.7630870500627149,25.17095305113555,0.780036766185131
SwinIR,B100,4,12084.png,12084,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/12084.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/12084x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/12084x4_SwinIR.png,,480,320,4,26.903315404425136,0.779049396583748,28.394905027871303,0.7936228651414112
SwinIR,B100,4,123074.png,123074,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/123074.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/123074x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/123074x4_SwinIR.png,,480,320,4,28.843165803131726,0.8228119955920191,30.19912362962439,0.8354016981328537
SwinIR,B100,4,126007.png,126007,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/126007.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/126007x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/126007x4_SwinIR.png,,480,320,4,28.584823478924932,0.8347648625543109,29.956293469768486,0.856076803053329
SwinIR,B100,4,130026.png,130026,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/130026.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/130026x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/130026x4_SwinIR.png,,480,320,4,23.866981495549602,0.6818952579921952,25.16187812095324,0.7082803168205193
SwinIR,B100,4,134035.png,134035,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/134035.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/134035x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/134035x4_SwinIR.png,,480,320,4,23.870875462742024,0.7861611622956426,25.27056541973613,0.7991807582986548
SwinIR,B100,4,14037.png,14037,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/14037.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/14037x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/14037x4_SwinIR.png,,480,320,4,33.86544631231017,0.8889399052558159,35.26828937134166,0.9074509101970446
SwinIR,B100,4,143090.png,143090,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/143090.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/143090x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/143090x4_SwinIR.png,,480,320,4,31.89616659179867,0.8920604718437275,33.448401698905776,0.9046338198975834
SwinIR,B100,4,145086.png,145086,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/145086.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/145086x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/145086x4_SwinIR.png,,480,320,4,25.20143518847352,0.7351249490128996,26.525927007147438,0.7594130574130675
SwinIR,B100,4,147091.png,147091,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/147091.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/147091x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/147091x4_SwinIR.png,,480,320,4,24.894207073084313,0.7987778813006323,26.251785452438217,0.8215253576317353
SwinIR,B100,4,148026.png,148026,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/148026.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/148026x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/148026x4_SwinIR.png,,320,480,4,21.295866880519398,0.7292958526009428,22.571963357884375,0.7504869557150823
SwinIR,B100,4,148089.png,148089,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/148089.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/148089x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/148089x4_SwinIR.png,,480,320,4,23.06001860067003,0.6626120724733306,24.34094102992132,0.6869831550343285
SwinIR,B100,4,156065.png,156065,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/156065.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/156065x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/156065x4_SwinIR.png,,480,320,4,23.593351321529443,0.5725682847223369,24.893821099586802,0.6031445391716029
SwinIR,B100,4,157055.png,157055,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/157055.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/157055x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/157055x4_SwinIR.png,,480,320,4,25.61383861982111,0.8168442465218263,26.99886828917025,0.8319154275955483
SwinIR,B100,4,159008.png,159008,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/159008.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/159008x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/159008x4_SwinIR.png,,480,320,4,26.669010562161752,0.8365191115760949,27.94798384415319,0.8555261389514882
SwinIR,B100,4,160068.png,160068,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/160068.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/160068x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/160068x4_SwinIR.png,,480,320,4,25.949365608103697,0.8463412163380801,27.22589778005009,0.8594550237649607
SwinIR,B100,4,16077.png,16077,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/16077.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/16077x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/16077x4_SwinIR.png,,480,320,4,26.684785729391418,0.7475129774490009,28.036288163108605,0.7721015432842798
SwinIR,B100,4,163085.png,163085,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/163085.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/163085x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/163085x4_SwinIR.png,,480,320,4,28.498841750378404,0.8181817971837636,29.877254836495112,0.8302904358518187
SwinIR,B100,4,167062.png,167062,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/167062.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/167062x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/167062x4_SwinIR.png,,480,320,4,31.920862740456112,0.8904861132199451,33.26557560558724,0.906757452436283
SwinIR,B100,4,167083.png,167083,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/167083.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/167083x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/167083x4_SwinIR.png,,320,480,4,18.645245627242577,0.5345818513807853,19.951650471598022,0.5470928934432313
SwinIR,B100,4,170057.png,170057,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/170057.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/170057x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/170057x4_SwinIR.png,,480,320,4,28.84533435867178,0.8193821123022351,30.144476394329853,0.8416344090630233
SwinIR,B100,4,175032.png,175032,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/175032.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/175032x4.png,/Users/hyp666/Desktop/MambaIR-main 2/实验结果图对比/SwinIR_SR_x4_Test/visualization/B100/175032x4_SwinIR.png,,320,480,4,19.762495198867356,0.48023250203561685,21.04871445538501,0.5004474373840775
